COD_ASSUNTO_NACIONAL;N1_COD;N1_DESC;N2_COD;N2_DESC;N3_COD;N3_DESC;N4_COD;N4_DESC;N5_COD;N5_DESC;N6_COD;N6_DESC;DESC_ASSUNTO
11445;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11437;Crimes contra o Serviço da Justiça Eleitoral;11445;Ocultação, Sonegação ou Recusa de Fornecimento de Utilidades, Alimentos e Transporte no Dia da Eleição;;;;; direito eleitoral crimes eleitorais crimes contra o serviço da justiça eleitoral ocultação, sonegação ou recusa de fornecimento de utilidades, alimentos e transporte no dia da eleição   
11514;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11514;Divulgação de Propaganda Eleitoral no Dia da Eleição;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto divulgação de propaganda eleitoral no dia da eleição   
11508;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11508;Violação do Sigilo do Voto;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto violação do sigilo do voto   
11516;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11516;Subscrição de Mais de Uma Ficha de Filiação Partidária;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto subscrição de mais de uma ficha de filiação partidária   
11515;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11515;Retenção de Título ou Comprovante de Alistamento Eleitoral;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto retenção de título ou comprovante de alistamento eleitoral   
11500;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11500;Prisão ou Detenção do Eleitor, Membro de Mesa Receptora, Fiscal, Delegado de Partido ou Candidato, Fora das Hipóteses Legais Permitidas;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto prisão ou detenção do eleitor, membro de mesa receptora, fiscal, delegado de partido ou candidato, fora das hipóteses legais permitidas   
11502;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11502;Coação Visando a Obtenção de Voto ou a sua Abstenção;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto coação visando a obtenção de voto ou a sua abstenção   
11513;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11513;Arregimentação de Eleitor ou Boca de Urna;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto arregimentação de eleitor ou boca de urna   
11510;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11510;Destruição, Supressão ou Ocultação de Urna Contendo Votos ou Documentos Eleitorais;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto destruição, supressão ou ocultação de urna contendo votos ou documentos eleitorais   
11503;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11503;Violência ou Grave Ameaça Visando a Obtenção de Voto ou a sua Abstenção;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto violência ou grave ameaça visando a obtenção de voto ou a sua abstenção   
11506;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11506;Fornecimento de Cédula Eleitoral Rubricada a Destempo;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto fornecimento de cédula eleitoral rubricada a destempo   
11504;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11504;Concentração de Eleitores para Embaraçar ou Fraudar o Exercício do Voto;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto concentração de eleitores para embaraçar ou fraudar o exercício do voto   
11498;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11498;Retenção de Título Eleitoral ou do Comprovante de Alistamento Eleitoral;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto retenção de título eleitoral ou do comprovante de alistamento eleitoral   
11501;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11501;Corrupção Eleitoral;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto corrupção eleitoral   
11505;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11505;Fornecimento ao Eleitor de Cédula Oficial Já Assinalada ou Marcada;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto fornecimento ao eleitor de cédula oficial já assinalada ou marcada   
11507;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11507;Votação Múltipla ou Realizada em Lugar de Outrem;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto votação múltipla ou realizada em lugar de outrem   
11509;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11509;Violação do Sigilo da Urna ou dos Invólucros;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto violação do sigilo da urna ou dos invólucros   
11499;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11499;Impedimento ou Embaraço ao Exercício do Sufrágio;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto impedimento ou embaraço ao exercício do sufrágio   
11511;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11511;Destruição de Relação de Candidatos;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto destruição de relação de candidatos   
11512;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11497;Crimes contra o Sigilo ou o Exercício do Voto;11512;Uso Proibido de Alto-Falantes;;;;; direito eleitoral crimes eleitorais crimes contra o sigilo ou o exercício do voto uso proibido de alto-falantes   
11472;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11467;Crimes contra a Fé Pública Eleitoral;11472;Falsificação ou Alteração de Documento Público para Fins Eleitorais;;;;; direito eleitoral crimes eleitorais crimes contra a fé pública eleitoral falsificação ou alteração de documento público para fins eleitorais   
12634;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11467;Crimes contra a Fé Pública Eleitoral;12634;Apropriação Indébita Eleitoral;;;;; direito eleitoral crimes eleitorais crimes contra a fé pública eleitoral apropriação indébita eleitoral   
11480;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11467;Crimes contra a Fé Pública Eleitoral;11480;Cerceamento da Fiscalização Partidária;;;;; direito eleitoral crimes eleitorais crimes contra a fé pública eleitoral cerceamento da fiscalização partidária   
11468;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11467;Crimes contra a Fé Pública Eleitoral;11468;Omissão na Expedição de Boletim de Apuração;;;;; direito eleitoral crimes eleitorais crimes contra a fé pública eleitoral omissão na expedição de boletim de apuração   
11469;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11467;Crimes contra a Fé Pública Eleitoral;11469;Omissão no Recolhimento das Cédulas Apuradas, no Fechamento e Lacração da Urna;;;;; direito eleitoral crimes eleitorais crimes contra a fé pública eleitoral omissão no recolhimento das cédulas apuradas, no fechamento e lacração da urna   
11470;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11467;Crimes contra a Fé Pública Eleitoral;11470;Alteração do Resultado de Votação nos Mapas ou Boletins de Apuração;;;;; direito eleitoral crimes eleitorais crimes contra a fé pública eleitoral alteração do resultado de votação nos mapas ou boletins de apuração   
11471;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11467;Crimes contra a Fé Pública Eleitoral;11471;Omissão no Recebimento e Registro de Protestos, bem como, de sua Remessa à Instância Superior;;;;; direito eleitoral crimes eleitorais crimes contra a fé pública eleitoral omissão no recebimento e registro de protestos, bem como, de sua remessa à instância superior   
11473;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11467;Crimes contra a Fé Pública Eleitoral;11473;Falsidade Ideológica;;;;; direito eleitoral crimes eleitorais crimes contra a fé pública eleitoral falsidade ideológica   
11475;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11467;Crimes contra a Fé Pública Eleitoral;11475;Uso de Documento Falso para Fins Eleitorais;;;;; direito eleitoral crimes eleitorais crimes contra a fé pública eleitoral uso de documento falso para fins eleitorais   
11476;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11467;Crimes contra a Fé Pública Eleitoral;11476;Obtenção de Documento Falso para Fins Eleitorais;;;;; direito eleitoral crimes eleitorais crimes contra a fé pública eleitoral obtenção de documento falso para fins eleitorais   
11477;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11467;Crimes contra a Fé Pública Eleitoral;11477;Omissão da Entrega do Boletim de Urna;;;;; direito eleitoral crimes eleitorais crimes contra a fé pública eleitoral omissão da entrega do boletim de urna   
11478;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11467;Crimes contra a Fé Pública Eleitoral;11478;Obtenção de Acesso a Sistema de Dados Eleitorais;;;;; direito eleitoral crimes eleitorais crimes contra a fé pública eleitoral obtenção de acesso a sistema de dados eleitorais   
11474;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11467;Crimes contra a Fé Pública Eleitoral;11474;Reconhecimento Indevido de Firma ou Letras para Fins Eleitorais;;;;; direito eleitoral crimes eleitorais crimes contra a fé pública eleitoral reconhecimento indevido de firma ou letras para fins eleitorais   
11479;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11467;Crimes contra a Fé Pública Eleitoral;11479;Destruição de Dados Eleitorais;;;;; direito eleitoral crimes eleitorais crimes contra a fé pública eleitoral destruição de dados eleitorais   
11481;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;11467;Crimes contra a Fé Pública Eleitoral;11481;Recusa de Entrega de Boletim;;;;; direito eleitoral crimes eleitorais crimes contra a fé pública eleitoral recusa de entrega de boletim   
12588;11428;DIREITO ELEITORAL;11429;Crimes Eleitorais;12588;Crimes Conexos;;;;;;; direito eleitoral crimes eleitorais crimes conexos    
12641;11428;DIREITO ELEITORAL;12460;Corregedoria Eleitoral;12581;Reversão de Operação;12641;Reversão de Operação - Segunda Via;;;;; direito eleitoral corregedoria eleitoral reversão de operação reversão de operação - segunda via   
12583;11428;DIREITO ELEITORAL;12460;Corregedoria Eleitoral;12581;Reversão de Operação;12583;Reversão de Operação - Transferência Equivocada;;;;; direito eleitoral corregedoria eleitoral reversão de operação reversão de operação - transferência equivocada   
12582;11428;DIREITO ELEITORAL;12460;Corregedoria Eleitoral;12581;Reversão de Operação;12582;Reversão de Operação - Revisão Equivocada;;;;; direito eleitoral corregedoria eleitoral reversão de operação reversão de operação - revisão equivocada   
12461;11428;DIREITO ELEITORAL;12460;Corregedoria Eleitoral;12461;Correição ordinária;;;;;;; direito eleitoral corregedoria eleitoral correição ordinária    
12462;11428;DIREITO ELEITORAL;12460;Corregedoria Eleitoral;12462;Correição extraordinária;;;;;;; direito eleitoral corregedoria eleitoral correição extraordinária    
12573;11428;DIREITO ELEITORAL;12460;Corregedoria Eleitoral;12571;Pluralidade de Inscrições;12572;Regularização da Base de Perda e Suspensão (BPSDP);12573;Regularização de Histórico;;; direito eleitoral corregedoria eleitoral pluralidade de inscrições regularização da base de perda e suspensão (bpsdp) regularização de histórico  
12570;11428;DIREITO ELEITORAL;12460;Corregedoria Eleitoral;12570;Perda;;;;;;; direito eleitoral corregedoria eleitoral perda    
12574;11428;DIREITO ELEITORAL;12460;Corregedoria Eleitoral;12574;Regularização da Base de Perda e Suspensão (BPSDP);;;;;;; direito eleitoral corregedoria eleitoral regularização da base de perda e suspensão (bpsdp)    
12577;11428;DIREITO ELEITORAL;12460;Corregedoria Eleitoral;12575;Regularização de Histórico;12577;Regularização de Histórico - Retificação de Data de Ocorrência, Motivo/Forma, Complemento e Situação;;;;; direito eleitoral corregedoria eleitoral regularização de histórico regularização de histórico - retificação de data de ocorrência, motivo/forma, complemento e situação   
12578;11428;DIREITO ELEITORAL;12460;Corregedoria Eleitoral;12575;Regularização de Histórico;12578;Regularização de Histórico - Lançamento de Códigos de ASE;;;;; direito eleitoral corregedoria eleitoral regularização de histórico regularização de histórico - lançamento de códigos de ase   
12579;11428;DIREITO ELEITORAL;12460;Corregedoria Eleitoral;12575;Regularização de Histórico;12579;Regularização de Histórico - Retificação de Dados Pessoais;;;;; direito eleitoral corregedoria eleitoral regularização de histórico regularização de histórico - retificação de dados pessoais   
12580;11428;DIREITO ELEITORAL;12460;Corregedoria Eleitoral;12575;Regularização de Histórico;12580;Regularização de Histórico - Cancelamento por Equívoco;;;;; direito eleitoral corregedoria eleitoral regularização de histórico regularização de histórico - cancelamento por equívoco   
12576;11428;DIREITO ELEITORAL;12460;Corregedoria Eleitoral;12575;Regularização de Histórico;12576;Regularização de Histórico - Exclusão de Códigos de ASE;;;;; direito eleitoral corregedoria eleitoral regularização de histórico regularização de histórico - exclusão de códigos de ase   
12569;11428;DIREITO ELEITORAL;12460;Corregedoria Eleitoral;12569;Dados Pessoais;;;;;;; direito eleitoral corregedoria eleitoral dados pessoais    
12584;11428;DIREITO ELEITORAL;12460;Corregedoria Eleitoral;12584;Revogação;;;;;;; direito eleitoral corregedoria eleitoral revogação    
11743;11428;DIREITO ELEITORAL;11733;Garantias Processuais;11739;Exceção;11743;Exceção - De Incompetência;;;;; direito eleitoral garantias processuais exceção exceção - de incompetência   
11746;11428;DIREITO ELEITORAL;11733;Garantias Processuais;11739;Exceção;11746;Exceção - De Suspeição;;;;; direito eleitoral garantias processuais exceção exceção - de suspeição   
11744;11428;DIREITO ELEITORAL;11733;Garantias Processuais;11739;Exceção;11744;Exceção - De Litispendência;;;;; direito eleitoral garantias processuais exceção exceção - de litispendência   
11742;11428;DIREITO ELEITORAL;11733;Garantias Processuais;11739;Exceção;11742;Exceção - De Impedimento;;;;; direito eleitoral garantias processuais exceção exceção - de impedimento   
11741;11428;DIREITO ELEITORAL;11733;Garantias Processuais;11739;Exceção;11741;Exceção - De Ilegitimidade de Parte;;;;; direito eleitoral garantias processuais exceção exceção - de ilegitimidade de parte   
11740;11428;DIREITO ELEITORAL;11733;Garantias Processuais;11739;Exceção;11740;Exceção - De Coisa Julgada;;;;; direito eleitoral garantias processuais exceção exceção - de coisa julgada   
11745;11428;DIREITO ELEITORAL;11733;Garantias Processuais;11739;Exceção;11745;Exceção - De Pré-Executividade;;;;; direito eleitoral garantias processuais exceção exceção - de pré-executividade   
11736;11428;DIREITO ELEITORAL;11733;Garantias Processuais;11734;Cautelar Inominada;11736;Cautelar Inominada - De Produção Antecipada de Provas;;;;; direito eleitoral garantias processuais cautelar inominada cautelar inominada - de produção antecipada de provas   
11737;11428;DIREITO ELEITORAL;11733;Garantias Processuais;11734;Cautelar Inominada;11737;Cautelar Inominada - Incidental;;;;; direito eleitoral garantias processuais cautelar inominada cautelar inominada - incidental   
11735;11428;DIREITO ELEITORAL;11733;Garantias Processuais;11734;Cautelar Inominada;11735;Cautelar Inominada - De Busca e Apreensão;;;;; direito eleitoral garantias processuais cautelar inominada cautelar inominada - de busca e apreensão   
11738;11428;DIREITO ELEITORAL;11733;Garantias Processuais;11734;Cautelar Inominada;11738;Cautelar Inominada - Preparatória;;;;; direito eleitoral garantias processuais cautelar inominada cautelar inominada - preparatória   
12645;11428;DIREITO ELEITORAL;12645;Autos Suplementares;;;;;;;;; direito eleitoral autos suplementares     
12368;11428;DIREITO ELEITORAL;11747;Partidos Políticos;12368;Registro de Partido Político;;;;;;; direito eleitoral partidos políticos registro de partido político    
12382;11428;DIREITO ELEITORAL;11747;Partidos Políticos;12382;Fusão de Partidos Políticos;;;;;;; direito eleitoral partidos políticos fusão de partidos políticos    
12048;11428;DIREITO ELEITORAL;11747;Partidos Políticos;12048;Prestação de Contas - De Exercício Financeiro;;;;;;; direito eleitoral partidos políticos prestação de contas - de exercício financeiro    
11765;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11764;Órgão de Direção Partidária;11765;Dissolução de Órgão de Direção Partidária;;;;; direito eleitoral partidos políticos órgão de direção partidária dissolução de órgão de direção partidária   
11768;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11764;Órgão de Direção Partidária;11768;Partido Político - Órgão de Direção Nacional;;;;; direito eleitoral partidos políticos órgão de direção partidária partido político - órgão de direção nacional   
11767;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11764;Órgão de Direção Partidária;11767;Partido Político - Órgão de Direção Municipal;;;;; direito eleitoral partidos políticos órgão de direção partidária partido político - órgão de direção municipal   
11766;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11764;Órgão de Direção Partidária;11766;Partido Político - Órgão de Direção Estadual;;;;; direito eleitoral partidos políticos órgão de direção partidária partido político - órgão de direção estadual   
12726;11428;DIREITO ELEITORAL;11747;Partidos Políticos;12726;Regularização de Contas Anuais;;;;;;; direito eleitoral partidos políticos regularização de contas anuais    
11763;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11763;Incorporação de Partidos Políticos;;;;;;; direito eleitoral partidos políticos incorporação de partidos políticos    
11776;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11770;Propaganda Política;11772;Propaganda Política Partidária;11774;Veiculação;11776;Veiculação de Propaganda Partidária - Em Inserções; direito eleitoral partidos políticos propaganda política propaganda política partidária veiculação veiculação de propaganda partidária - em inserções 
11775;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11770;Propaganda Política;11772;Propaganda Política Partidária;11774;Veiculação;11775;Veiculação de Propaganda Partidária - Em Bloco; direito eleitoral partidos políticos propaganda política propaganda política partidária veiculação veiculação de propaganda partidária - em bloco 
11773;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11770;Propaganda Política;11772;Propaganda Política Partidária;11773;Propaganda Política - Propaganda Partidária;;; direito eleitoral partidos políticos propaganda política propaganda política partidária propaganda política - propaganda partidária  
11771;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11770;Propaganda Política;11771;Propaganda Política - Propaganda Intrapartidária;;;;; direito eleitoral partidos políticos propaganda política propaganda política - propaganda intrapartidária   
11769;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11769;Partido Político - Comissão Provisória;;;;;;; direito eleitoral partidos políticos partido político - comissão provisória    
12367;11428;DIREITO ELEITORAL;11747;Partidos Políticos;12367;Fundo Partidário;;;;;;; direito eleitoral partidos políticos fundo partidário    
11762;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11762;Fusão de Partidos Políticos;;;;;;; direito eleitoral partidos políticos fusão de partidos políticos    
11760;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11754;Filiação/Desfiliação;11759;Desfiliação Partidária;11760;Justificação de Desfiliação Partidária;;; direito eleitoral partidos políticos filiação/desfiliação desfiliação partidária justificação de desfiliação partidária  
11761;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11754;Filiação/Desfiliação;11759;Desfiliação Partidária;11761;Perda de Cargo Eletivo por Desfiliação Partidária;;; direito eleitoral partidos políticos filiação/desfiliação desfiliação partidária perda de cargo eletivo por desfiliação partidária  
12585;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11754;Filiação/Desfiliação;11759;Desfiliação Partidária;12585;Reversão de Desfiliação;;; direito eleitoral partidos políticos filiação/desfiliação desfiliação partidária reversão de desfiliação  
12586;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11754;Filiação/Desfiliação;11755;Filiação Partidária;12586;Filiação Partidária - Lista Especial;;; direito eleitoral partidos políticos filiação/desfiliação filiação partidária filiação partidária - lista especial  
11756;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11754;Filiação/Desfiliação;11755;Filiação Partidária;11756;Filiação Partidária - Cancelamento;;; direito eleitoral partidos políticos filiação/desfiliação filiação partidária filiação partidária - cancelamento  
11758;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11754;Filiação/Desfiliação;11755;Filiação Partidária;11758;Filiação Partidária - Exclusão;;; direito eleitoral partidos políticos filiação/desfiliação filiação partidária filiação partidária - exclusão  
11757;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11754;Filiação/Desfiliação;11755;Filiação Partidária;11757;Filiação Partidária - Coexistência;;; direito eleitoral partidos políticos filiação/desfiliação filiação partidária filiação partidária - coexistência  
11753;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11753;Convenção Partidária;;;;;;; direito eleitoral partidos políticos convenção partidária    
11752;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11749;Coligação Partidária;11752;Coligação Partidária - Proporcional;;;;; direito eleitoral partidos políticos coligação partidária coligação partidária - proporcional   
11751;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11749;Coligação Partidária;11751;Coligação Partidária - Majoritária e Proporcional;;;;; direito eleitoral partidos políticos coligação partidária coligação partidária - majoritária e proporcional   
11750;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11749;Coligação Partidária;11750;Coligação Partidária - Majoritária;;;;; direito eleitoral partidos políticos coligação partidária coligação partidária - majoritária   
11748;11428;DIREITO ELEITORAL;11747;Partidos Políticos;11748;Alteração Estatutária de Partido Político em Matéria Administrativa;;;;;;; direito eleitoral partidos políticos alteração estatutária de partido político em matéria administrativa    
12069;11428;DIREITO ELEITORAL;11747;Partidos Políticos;12069;Prestação de Contas - de Partido Político;;;;;;; direito eleitoral partidos políticos prestação de contas - de partido político    
12470;12467;QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO;12470;Mariana;;;;;;;;; questões de alta complexidade, grande impacto e repercussão mariana     
12612;12467;QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO;12612;COVID-19;;;;;;;;; questões de alta complexidade, grande impacto e repercussão covid-19     
12469;12467;QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO;12469;Boate Kiss;;;;;;;;; questões de alta complexidade, grande impacto e repercussão boate kiss     
12471;12467;QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO;12471;Unaí;;;;;;;;; questões de alta complexidade, grande impacto e repercussão unaí     
12620;12467;QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO;12620;Migrantes e Refugiados;;;;;;;;; questões de alta complexidade, grande impacto e repercussão migrantes e refugiados     
12468;12467;QUESTÕES DE ALTA COMPLEXIDADE, GRANDE IMPACTO E REPERCUSSÃO;12468;Brumadinho;;;;;;;;; questões de alta complexidade, grande impacto e repercussão brumadinho     
12495;12480;DIREITO DA SAÚDE;12481;Pública;12484;Fornecimento de medicamentos;12492;Registrado na ANVISA;12495;Não padronizado;;; direito da saúde pública fornecimento de medicamentos registrado na anvisa não padronizado  
12494;12480;DIREITO DA SAÚDE;12481;Pública;12484;Fornecimento de medicamentos;12492;Registrado na ANVISA;12494;Padronizado;;; direito da saúde pública fornecimento de medicamentos registrado na anvisa padronizado  
12493;12480;DIREITO DA SAÚDE;12481;Pública;12484;Fornecimento de medicamentos;12493;Sem registro na ANVISA;;;;; direito da saúde pública fornecimento de medicamentos sem registro na anvisa   
12496;12480;DIREITO DA SAÚDE;12481;Pública;12484;Fornecimento de medicamentos;12496;Oncológico;;;;; direito da saúde pública fornecimento de medicamentos oncológico   
12499;12480;DIREITO DA SAÚDE;12481;Pública;12485;Fornecimento de insumos;12499;Fraldas;;;;; direito da saúde pública fornecimento de insumos fraldas   
12498;12480;DIREITO DA SAÚDE;12481;Pública;12485;Fornecimento de insumos;12498;Cadeira de rodas / cadeira de banho / cama hospitalar;;;;; direito da saúde pública fornecimento de insumos cadeira de rodas / cadeira de banho / cama hospitalar   
12497;12480;DIREITO DA SAÚDE;12481;Pública;12485;Fornecimento de insumos;12497;Curativos/Bandagem;;;;; direito da saúde pública fornecimento de insumos curativos/bandagem   
12502;12480;DIREITO DA SAÚDE;12481;Pública;12491;Tratamento médico-hospitalar;12501;Cirurgia;12502;Eletiva;;; direito da saúde pública tratamento médico-hospitalar cirurgia eletiva  
12503;12480;DIREITO DA SAÚDE;12481;Pública;12491;Tratamento médico-hospitalar;12501;Cirurgia;12503;Urgência;;; direito da saúde pública tratamento médico-hospitalar cirurgia urgência  
12504;12480;DIREITO DA SAÚDE;12481;Pública;12491;Tratamento médico-hospitalar;12504;Diálise/Hemodiálise;;;;; direito da saúde pública tratamento médico-hospitalar diálise/hemodiálise   
12500;12480;DIREITO DA SAÚDE;12481;Pública;12491;Tratamento médico-hospitalar;12500;Consulta;;;;; direito da saúde pública tratamento médico-hospitalar consulta   
12505;12480;DIREITO DA SAÚDE;12481;Pública;12483;Internação/Transferência Hospitalar;12505;Leito de enfermaria / leito oncológico;;;;; direito da saúde pública internação/transferência hospitalar leito de enfermaria / leito oncológico   
12506;12480;DIREITO DA SAÚDE;12481;Pública;12483;Internação/Transferência Hospitalar;12506;Unidade de terapia intensiva (UTI) / unidade de cuidados intensivos (UCI);;;;; direito da saúde pública internação/transferência hospitalar unidade de terapia intensiva (uti) / unidade de cuidados intensivos (uci)   
12516;12480;DIREITO DA SAÚDE;12481;Pública;12511;Sistema Único de Saúde (SUS);12516;Ressarcimento do SUS;;;;; direito da saúde pública sistema único de saúde (sus) ressarcimento do sus   
12518;12480;DIREITO DA SAÚDE;12481;Pública;12511;Sistema Único de Saúde (SUS);12518;Controle Social e Conselhos de Saúde;;;;; direito da saúde pública sistema único de saúde (sus) controle social e conselhos de saúde   
12517;12480;DIREITO DA SAÚDE;12481;Pública;12511;Sistema Único de Saúde (SUS);12517;Terceirização do SUS;;;;; direito da saúde pública sistema único de saúde (sus) terceirização do sus   
12512;12480;DIREITO DA SAÚDE;12481;Pública;12511;Sistema Único de Saúde (SUS);12512;Convênio médico com o SUS;;;;; direito da saúde pública sistema único de saúde (sus) convênio médico com o sus   
12513;12480;DIREITO DA SAÚDE;12481;Pública;12511;Sistema Único de Saúde (SUS);12513;Financiamento do SUS;;;;; direito da saúde pública sistema único de saúde (sus) financiamento do sus   
12514;12480;DIREITO DA SAÚDE;12481;Pública;12511;Sistema Único de Saúde (SUS);12514;Reajuste da tabela do SUS;;;;; direito da saúde pública sistema único de saúde (sus) reajuste da tabela do sus   
12515;12480;DIREITO DA SAÚDE;12481;Pública;12511;Sistema Único de Saúde (SUS);12515;Repasse de verbas do SUS;;;;; direito da saúde pública sistema único de saúde (sus) repasse de verbas do sus   
12519;12480;DIREITO DA SAÚDE;12481;Pública;12519;Vigilância Sanitária e Epidemológica;;;;;;; direito da saúde pública vigilância sanitária e epidemológica    
12520;12480;DIREITO DA SAÚDE;12520;Genética / Células Tronco;;;;;;;;; direito da saúde genética / células tronco     
12488;12480;DIREITO DA SAÚDE;12482;Suplementar;12486;Planos de saúde;12488;Reajuste contratual;;;;; direito da saúde suplementar planos de saúde reajuste contratual   
12489;12480;DIREITO DA SAÚDE;12482;Suplementar;12486;Planos de saúde;12489;Tratamento médico-hospitalar;;;;; direito da saúde suplementar planos de saúde tratamento médico-hospitalar   
12490;12480;DIREITO DA SAÚDE;12482;Suplementar;12486;Planos de saúde;12490;Fornecimento de insumos;;;;; direito da saúde suplementar planos de saúde fornecimento de insumos   
